state_code,year,quarter,loss_quarter,region
CO,2012,Q1,0.1557321159974926,Southwest
CT,2011,Q4,0.343267398461395,Northeast
CT,2012,Q1,0.343267398461395,Northeast
DC,2011,Q4,,
DC,2012,Q1,,
DE,2011,Q4,0.3552284613301765,Northeast
DE,2012,Q1,0.3552284613301765,Northeast
FL,2011,Q4,0.23020894003933667,Southeast
FL,2012,Q1,0.23020894003933667,Southeast
GA,2011,Q4,0.21258341672156122,Southeast
GA,2012,Q1,0.21258341672156122,Southeast
ID,2011,Q4,0.14514958573488956,Northwest
ID,2012,Q1,0.14514958573488956,Northwest
IL,2011,Q4,0.25154186926741473,Ohio Valley
IL,2012,Q1,0.25154186926741473,Ohio Valley
IN,2011,Q4,0.26620061429465725,Ohio Valley
IN,2012,Q1,0.26620061429465725,Ohio Valley
IA,2011,Q4,0.4173770161722046,Upper Midwest
IA,2012,Q1,0.4173770161722046,Upper Midwest
KS,2011,Q4,0.07535853864264297,South
KS,2012,Q1,0.07535853864264297,South
KY,2011,Q4,0.17002062385363825,Ohio Valley
KY,2012,Q1,0.17002062385363825,Ohio Valley
LA,2011,Q4,0.1252830840797018,South
LA,2012,Q1,0.1252830840797018,South
ME,2011,Q4,0.21943518070198142,Northeast
ME,2012,Q1,0.21943518070198142,Northeast
MD,2011,Q4,0.292434802699702,Northeast
MD,2012,Q1,0.292434802699702,Northeast
MA,2011,Q4,0.1572303260695197,Northeast
MA,2012,Q1,0.1572303260695197,Northeast
MI,2011,Q4,0.4196800830043125,Upper Midwest
MI,2012,Q1,0.4196800830043125,Upper Midwest
MN,2011,Q4,0.37053790624650995,Upper Midwest
MN,2012,Q1,0.37053790624650995,Upper Midwest
MS,2011,Q4,0.030776630804880245,Southeast
MS,2012,Q1,0.030776630804880245,Southeast
MO,2011,Q4,0.15498424973893732,South
MO,2012,Q1,0.15498424973893732,South
MT,2011,Q4,0.49403557437305934,Northern Rockies & Plains
MT,2012,Q1,0.49403557437305934,Northern Rockies & Plains
NE,2011,Q4,0.07539091461076719,Northern Rockies & Plains
NE,2012,Q1,0.07539091461076719,Northern Rockies & Plains
NV,2011,Q4,,Southwest
NV,2012,Q1,,Southwest
NH,2011,Q4,0.1721151901218586,Northeast
NH,2012,Q1,0.1721151901218586,Northeast
NJ,2011,Q4,0.18612460266133957,Northeast
NJ,2012,Q1,0.18612460266133957,Northeast
NM,2011,Q4,0.06203335839432578,Southwest
NM,2012,Q1,0.06203335839432578,Southwest
NY,2011,Q4,0.21056443790284418,Northeast
NY,2012,Q1,0.21056443790284418,Northeast
NC,2011,Q4,0.08421514298004007,Southeast
NC,2012,Q1,0.08421514298004007,Southeast
ND,2011,Q4,,Northern Rockies & Plains
ND,2012,Q1,,Northern Rockies & Plains
OH,2011,Q4,0.24198572878928193,Ohio Valley
OH,2012,Q1,0.24198572878928193,Ohio Valley
OK,2011,Q4,0.08701219342469546,South
OK,2012,Q1,0.08701219342469546,South
OR,2011,Q4,0.14020776636107168,Northwest
OR,2012,Q1,0.14020776636107168,Northwest
PA,2011,Q4,0.26707630285358586,Northeast
PA,2012,Q1,0.26707630285358586,Northeast
RI,2011,Q4,0.2895966658325274,Northeast
RI,2012,Q1,0.2895966658325274,Northeast
SC,2011,Q4,0.1039179931708466,Southeast
SC,2012,Q1,0.1039179931708466,Southeast
SD,2011,Q4,0.42264973081037416,Northern Rockies & Plains
SD,2012,Q1,0.42264973081037416,Northern Rockies & Plains
TN,2011,Q4,0.0970274217208017,Southeast
TN,2012,Q1,0.0970274217208017,Southeast
TX,2011,Q4,0.18338412670829052,South
TX,2012,Q1,0.18338412670829052,South
UT,2011,Q4,0.10373431334790084,Southwest
UT,2012,Q1,0.10373431334790084,Southwest
VT,2011,Q4,0.13194677011549172,Northeast
VT,2012,Q1,0.13194677011549172,Northeast
VA,2011,Q4,0.19086253463692926,Southeast
VA,2012,Q1,0.19086253463692926,Southeast
WA,2011,Q4,0.22979964086700577,Northwest
WA,2012,Q1,0.22979964086700577,Northwest
WV,2011,Q4,0.31567357314896305,Ohio Valley
WV,2012,Q1,0.31567357314896305,Ohio Valley
WI,2011,Q4,0.42353864630168636,Upper Midwest
WI,2012,Q1,0.42353864630168636,Upper Midwest
WY,2011,Q4,,Northern Rockies & Plains
WY,2012,Q1,,Northern Rockies & Plains
MSO,2011,Q4,0.13545253349453634,
MSO,2012,Q1,0.13545253349453634,
AL,2012,Q2,0.13119262501619222,Southeast
AL,2012,Q3,0.13119262501619222,Southeast
AK,2012,Q2,,Northwest
AK,2012,Q3,,Northwest
AZ,2012,Q2,,Southwest
AZ,2012,Q3,,Southwest
AR,2012,Q2,0.0758708972550719,South
AR,2012,Q3,0.0758708972550719,South
CA,2012,Q2,0.06549685379250625,West
CA,2012,Q3,0.06549685379250625,West
CO,2012,Q2,0.09561598435111973,Southwest
CO,2012,Q3,0.09561598435111973,Southwest
CT,2012,Q2,0.03551435565917582,Northeast
CT,2012,Q3,0.03551435565917582,Northeast
DC,2012,Q2,,
DC,2012,Q3,,
DE,2012,Q2,0.050283840132365865,Northeast
DE,2012,Q3,0.050283840132365865,Northeast
FL,2012,Q2,0.09151274802382492,Southeast
FL,2012,Q3,0.09151274802382492,Southeast
GA,2012,Q2,0.06240803394138539,Southeast
GA,2012,Q3,0.06240803394138539,Southeast
ID,2012,Q2,0.053900166417467865,Northwest
ID,2012,Q3,0.053900166417467865,Northwest
IL,2012,Q2,0.10233057445765881,Ohio Valley
IL,2012,Q3,0.10233057445765881,Ohio Valley
IN,2012,Q2,0.03239438652441573,Ohio Valley
IN,2012,Q3,0.03239438652441573,Ohio Valley
IA,2012,Q2,0.05401115498389997,Upper Midwest
IA,2012,Q3,0.05401115498389997,Upper Midwest
KS,2012,Q2,0.038345820441700096,South
KS,2012,Q3,0.038345820441700096,South
KY,2012,Q2,0.04192996406303218,Ohio Valley
KY,2012,Q3,0.04192996406303218,Ohio Valley
LA,2012,Q2,0.3237413610167844,South
LA,2012,Q3,0.3237413610167844,South
ME,2012,Q2,0.06436071297701729,Northeast
ME,2012,Q3,0.06436071297701729,Northeast
MD,2012,Q2,0.09996896391191723,Northeast
MD,2012,Q3,0.09996896391191723,Northeast
MA,2012,Q2,0.05388632493641543,Northeast
MA,2012,Q3,0.05388632493641543,Northeast
MI,2012,Q2,0.05073770690135326,Upper Midwest
MI,2012,Q3,0.05073770690135326,Upper Midwest
MN,2012,Q2,0.06910558215342477,Upper Midwest
MN,2012,Q3,0.06910558215342477,Upper Midwest
MS,2012,Q2,,Southeast
MS,2012,Q3,,Southeast
MO,2012,Q2,0.03875784191157816,South
MO,2012,Q3,0.03875784191157816,South
MT,2012,Q2,0.0012939405894003553,Northern Rockies & Plains
MT,2012,Q3,0.0012939405894003553,Northern Rockies & Plains
NE,2012,Q2,,Northern Rockies & Plains
NE,2012,Q3,,Northern Rockies & Plains
NV,2012,Q2,,Southwest
NV,2012,Q3,,Southwest
NH,2012,Q2,0.09793265761580838,Northeast
NH,2012,Q3,0.09793265761580838,Northeast
NJ,2012,Q2,0.08678071327372039,Northeast
NJ,2012,Q3,0.08678071327372039,Northeast
NM,2012,Q2,0.024099927051466796,Southwest
NM,2012,Q3,0.024099927051466796,Southwest
NY,2012,Q2,0.06733718919298104,Northeast
NY,2012,Q3,0.06733718919298104,Northeast
NC,2012,Q2,0.09333749770565236,Southeast
NC,2012,Q3,0.09333749770565236,Southeast
ND,2012,Q2,,Northern Rockies & Plains
ND,2012,Q3,,Northern Rockies & Plains
OH,2012,Q2,0.054968794039083835,Ohio Valley
OH,2012,Q3,0.054968794039083835,Ohio Valley
OK,2012,Q2,0.10771173718968785,South
OK,2012,Q3,0.10771173718968785,South
OR,2012,Q2,0.04575835740207146,Northwest
OR,2012,Q3,0.04575835740207146,Northwest
PA,2012,Q2,0.07090345985722868,Northeast
PA,2012,Q3,0.07090345985722868,Northeast
RI,2012,Q2,0.03593995793525262,Northeast
RI,2012,Q3,0.03593995793525262,Northeast
SC,2012,Q2,0.0855289452686212,Southeast
SC,2012,Q3,0.0855289452686212,Southeast
SD,2012,Q2,,Northern Rockies & Plains
SD,2012,Q3,,Northern Rockies & Plains
TN,2012,Q2,0.0671840315110589,Southeast
TN,2012,Q3,0.0671840315110589,Southeast
TX,2012,Q2,0.2715273639575536,South
TX,2012,Q3,0.2715273639575536,South
UT,2012,Q2,0.05859499351055808,Southwest
UT,2012,Q3,0.05859499351055808,Southwest
VT,2012,Q2,0.03992753896657231,Northeast
VT,2012,Q3,0.03992753896657231,Northeast
VA,2012,Q2,0.07261713065488651,Southeast
VA,2012,Q3,0.07261713065488651,Southeast
WA,2012,Q2,0.059174679197057656,Northwest
WA,2012,Q3,0.059174679197057656,Northwest
WV,2012,Q2,0.023971527593908526,Ohio Valley
WV,2012,Q3,0.023971527593908526,Ohio Valley
WI,2012,Q2,0.09288856636032183,Upper Midwest
WI,2012,Q3,0.09288856636032183,Upper Midwest
WY,2012,Q2,,Northern Rockies & Plains
WY,2012,Q3,,Northern Rockies & Plains
MSO,2012,Q2,0.09958041028415565,
MSO,2012,Q3,0.09958041028415565,
AL,2012,Q4,0.040395881302943026,Southeast
AL,2013,Q1,0.040395881302943026,Southeast
AK,2012,Q4,,Northwest
AK,2013,Q1,,Northwest
AZ,2012,Q4,,Southwest
AZ,2013,Q1,,Southwest
AR,2012,Q4,0.12930367268761245,South
AR,2013,Q1,0.12930367268761245,South
CA,2012,Q4,0.08509730100412438,West
CA,2013,Q1,0.08509730100412438,West
CO,2012,Q4,0.20038068048788837,Southwest
CO,2013,Q1,0.20038068048788837,Southwest
CT,2012,Q4,0.15451567134570732,Northeast
CT,2013,Q1,0.15451567134570732,Northeast
DC,2012,Q4,0.13038359779693132,
DC,2013,Q1,0.13038359779693132,
DE,2012,Q4,0.1610347677381344,Northeast
DE,2013,Q1,0.1610347677381344,Northeast
FL,2012,Q4,0.11011735290405011,Southeast
FL,2013,Q1,0.11011735290405011,Southeast
GA,2012,Q4,0.11759006749228984,Southeast
GA,2013,Q1,0.11759006749228984,Southeast
ID,2012,Q4,0.06479778945771597,Northwest
ID,2013,Q1,0.06479778945771597,Northwest
IL,2012,Q4,0.1871849038909742,Ohio Valley
IL,2013,Q1,0.1871849038909742,Ohio Valley
IN,2012,Q4,0.08734853733328607,Ohio Valley
IN,2013,Q1,0.08734853733328607,Ohio Valley
IA,2012,Q4,0.2020341202915401,Upper Midwest
IA,2013,Q1,0.2020341202915401,Upper Midwest
KS,2012,Q4,0.13191507986175188,South
KS,2013,Q1,0.13191507986175188,South
KY,2012,Q4,0.17677208850738935,Ohio Valley
KY,2013,Q1,0.17677208850738935,Ohio Valley
LA,2012,Q4,0.049849570513431085,South
LA,2013,Q1,0.049849570513431085,South
ME,2012,Q4,0.05952220640614747,Northeast
ME,2013,Q1,0.05952220640614747,Northeast
MD,2012,Q4,0.12144476754024625,Northeast
MD,2013,Q1,0.12144476754024625,Northeast
MA,2012,Q4,0.12146620333731162,Northeast
MA,2013,Q1,0.12146620333731162,Northeast
MI,2012,Q4,0.13737340817955046,Upper Midwest
MI,2013,Q1,0.13737340817955046,Upper Midwest
MN,2012,Q4,0.1730350867528082,Upper Midwest
MN,2013,Q1,0.1730350867528082,Upper Midwest
MS,2012,Q4,0.0375469936284244,Southeast
MS,2013,Q1,0.0375469936284244,Southeast
MO,2012,Q4,0.05981450947495437,South
MO,2013,Q1,0.05981450947495437,South
MT,2012,Q4,0.10265551135555517,Northern Rockies & Plains
MT,2013,Q1,0.10265551135555517,Northern Rockies & Plains
NE,2012,Q4,,Northern Rockies & Plains
NE,2013,Q1,,Northern Rockies & Plains
NV,2012,Q4,0.1425070742874558,Southwest
NV,2013,Q1,0.1425070742874558,Southwest
NH,2012,Q4,0.09134028230241864,Northeast
NH,2013,Q1,0.09134028230241864,Northeast
NJ,2012,Q4,0.05951372381329345,Northeast
NJ,2013,Q1,0.05951372381329345,Northeast
NM,2012,Q4,0.20152984704947274,Southwest
NM,2013,Q1,0.20152984704947274,Southwest
NY,2012,Q4,0.10886721132099308,Northeast
NY,2013,Q1,0.10886721132099308,Northeast
NC,2012,Q4,0.048188546162157175,Southeast
NC,2013,Q1,0.048188546162157175,Southeast
ND,2012,Q4,,Northern Rockies & Plains
ND,2013,Q1,,Northern Rockies & Plains
OH,2012,Q4,0.18330008285173216,Ohio Valley
OH,2013,Q1,0.18330008285173216,Ohio Valley
OK,2012,Q4,0.10154081024085981,South
OK,2013,Q1,0.10154081024085981,South
OR,2012,Q4,0.13600991137661966,Northwest
OR,2013,Q1,0.13600991137661966,Northwest
PA,2012,Q4,0.15402432972651559,Northeast
PA,2013,Q1,0.15402432972651559,Northeast
RI,2012,Q4,0.06810888370390666,Northeast
RI,2013,Q1,0.06810888370390666,Northeast
SC,2012,Q4,0.13800192272555534,Southeast
SC,2013,Q1,0.13800192272555534,Southeast
SD,2012,Q4,,Northern Rockies & Plains
SD,2013,Q1,,Northern Rockies & Plains
TN,2012,Q4,0.072858243452117,Southeast
TN,2013,Q1,0.072858243452117,Southeast
TX,2012,Q4,0.141891933391744,South
TX,2013,Q1,0.141891933391744,South
UT,2012,Q4,0.22234771073187687,Southwest
UT,2013,Q1,0.22234771073187687,Southwest
VT,2012,Q4,0.18637134707980274,Northeast
VT,2013,Q1,0.18637134707980274,Northeast
VA,2012,Q4,0.09597978149133701,Southeast
VA,2013,Q1,0.09597978149133701,Southeast
WA,2012,Q4,0.12298561650579454,Northwest
WA,2013,Q1,0.12298561650579454,Northwest
WV,2012,Q4,0.07273893421962896,Ohio Valley
WV,2013,Q1,0.07273893421962896,Ohio Valley
WI,2012,Q4,0.12403382192894474,Upper Midwest
WI,2013,Q1,0.12403382192894474,Upper Midwest
WY,2012,Q4,,Northern Rockies & Plains
WY,2013,Q1,,Northern Rockies & Plains
MSO,2012,Q4,0.1311936368173241,
MSO,2013,Q1,0.1311936368173241,
AL,2013,Q2,0.08209944086296128,Southeast
AL,2013,Q3,0.08209944086296128,Southeast
AK,2013,Q2,,Northwest
AK,2013,Q3,,Northwest
AZ,2013,Q2,,Southwest
AZ,2013,Q3,,Southwest
AR,2013,Q2,0.09407737233530955,South
AR,2013,Q3,0.09407737233530955,South
CA,2013,Q2,0.10793981021533672,West
CA,2013,Q3,0.10793981021533672,West
CO,2013,Q2,0.058564875736705435,Southwest
CO,2013,Q3,0.058564875736705435,Southwest
CT,2013,Q2,0.06036861842336971,Northeast
CT,2013,Q3,0.06036861842336971,Northeast
DC,2013,Q2,,
DC,2013,Q3,,
DE,2013,Q2,0.048087617416643025,Northeast
DE,2013,Q3,0.048087617416643025,Northeast
FL,2013,Q2,0.11679288523147446,Southeast
FL,2013,Q3,0.11679288523147446,Southeast
GA,2013,Q2,0.06799192425471012,Southeast
GA,2013,Q3,0.06799192425471012,Southeast
ID,2013,Q2,0.036054591045174056,Northwest
ID,2013,Q3,0.036054591045174056,Northwest
IL,2013,Q2,0.08470092478227043,Ohio Valley
IL,2013,Q3,0.08470092478227043,Ohio Valley
IN,2013,Q2,0.04527978798508003,Ohio Valley
IN,2013,Q3,0.04527978798508003,Ohio Valley
IA,2013,Q2,0.1236388496155173,Upper Midwest
IA,2013,Q3,0.1236388496155173,Upper Midwest
KS,2013,Q2,0.0871290708247231,South
KS,2013,Q3,0.0871290708247231,South
KY,2013,Q2,0.10148742871102179,Ohio Valley
KY,2013,Q3,0.10148742871102179,Ohio Valley
LA,2013,Q2,0.2178568858560057,South
LA,2013,Q3,0.2178568858560057,South
ME,2013,Q2,0.04988439373307496,Northeast
ME,2013,Q3,0.04988439373307496,Northeast
MD,2013,Q2,0.16788418731138444,Northeast
MD,2013,Q3,0.16788418731138444,Northeast
MA,2013,Q2,0.07345829442828489,Northeast
MA,2013,Q3,0.07345829442828489,Northeast
MI,2013,Q2,0.08578124622916095,Upper Midwest
MI,2013,Q3,0.08578124622916095,Upper Midwest
MN,2013,Q2,0.07208043164779321,Upper Midwest
MN,2013,Q3,0.07208043164779321,Upper Midwest
MS,2013,Q2,0.10236470160768485,Southeast
MS,2013,Q3,0.10236470160768485,Southeast
MO,2013,Q2,0.07804555427071125,South
MO,2013,Q3,0.07804555427071125,South
MT,2013,Q2,0.0871290708247231,Northern Rockies & Plains
MT,2013,Q3,0.0871290708247231,Northern Rockies & Plains
NE,2013,Q2,0.018693237074683622,Northern Rockies & Plains
NE,2013,Q3,0.018693237074683622,Northern Rockies & Plains
NV,2013,Q2,,Southwest
NV,2013,Q3,,Southwest
NH,2013,Q2,0.03801540311661744,Northeast
NH,2013,Q3,0.03801540311661744,Northeast
NJ,2013,Q2,0.09991087785292807,Northeast
NJ,2013,Q3,0.09991087785292807,Northeast
NM,2013,Q2,,Southwest
NM,2013,Q3,,Southwest
NY,2013,Q2,0.09891620401680756,Northeast
NY,2013,Q3,0.09891620401680756,Northeast
NC,2013,Q2,0.07691375907629505,Southeast
NC,2013,Q3,0.07691375907629505,Southeast
ND,2013,Q2,,Northern Rockies & Plains
ND,2013,Q3,,Northern Rockies & Plains
OH,2013,Q2,0.10073349444834434,Ohio Valley
OH,2013,Q3,0.10073349444834434,Ohio Valley
OK,2013,Q2,0.14973230972902807,South
OK,2013,Q3,0.14973230972902807,South
OR,2013,Q2,0.10698524511791285,Northwest
OR,2013,Q3,0.10698524511791285,Northwest
PA,2013,Q2,0.06699569345918244,Northeast
PA,2013,Q3,0.06699569345918244,Northeast
RI,2013,Q2,0.041781956868992,Northeast
RI,2013,Q3,0.041781956868992,Northeast
SC,2013,Q2,0.059629051564672686,Southeast
SC,2013,Q3,0.059629051564672686,Southeast
SD,2013,Q2,,Northern Rockies & Plains
SD,2013,Q3,,Northern Rockies & Plains
TN,2013,Q2,0.06871133465554724,Southeast
TN,2013,Q3,0.06871133465554724,Southeast
TX,2013,Q2,0.03661815713425509,South
TX,2013,Q3,0.03661815713425509,South
UT,2013,Q2,0.14401502327795979,Southwest
UT,2013,Q3,0.14401502327795979,Southwest
VT,2013,Q2,0.03486757688165487,Northeast
VT,2013,Q3,0.03486757688165487,Northeast
VA,2013,Q2,0.08218549287678822,Southeast
VA,2013,Q3,0.08218549287678822,Southeast
WA,2013,Q2,0.07473511473002015,Northwest
WA,2013,Q3,0.07473511473002015,Northwest
WV,2013,Q2,0.037749551350623745,Ohio Valley
WV,2013,Q3,0.037749551350623745,Ohio Valley
WI,2013,Q2,0.091499312120491,Upper Midwest
WI,2013,Q3,0.091499312120491,Upper Midwest
WY,2013,Q2,,Northern Rockies & Plains
WY,2013,Q3,,Northern Rockies & Plains
MSO,2013,Q2,0.1483944302872976,
MSO,2013,Q3,0.1483944302872976,
AL,2013,Q4,0.04224839567181082,Southeast
AL,2014,Q1,0.04224839567181082,Southeast
AK,2013,Q4,,Northwest
AK,2014,Q1,,Northwest
AZ,2013,Q4,0.126137102494697,Southwest
AZ,2014,Q1,0.126137102494697,Southwest
AR,2013,Q4,0.07016158220681457,South
AR,2014,Q1,0.07016158220681457,South
CA,2013,Q4,0.15125263428549696,West
CA,2014,Q1,0.15125263428549696,West
CO,2013,Q4,0.2770513473920889,Southwest
CO,2014,Q1,0.2770513473920889,Southwest
CT,2013,Q4,0.35548019645131346,Northeast
CT,2014,Q1,0.35548019645131346,Northeast
DC,2013,Q4,0.39302302133311595,
DC,2014,Q1,0.39302302133311595,
DE,2013,Q4,0.33253253224384005,Northeast
DE,2014,Q1,0.33253253224384005,Northeast
FL,2013,Q4,0.07455882770768596,Southeast
FL,2014,Q1,0.07455882770768596,Southeast
GA,2013,Q4,0.15732703860293062,Southeast
GA,2014,Q1,0.15732703860293062,Southeast
ID,2013,Q4,0.129952162106322,Northwest
ID,2014,Q1,0.129952162106322,Northwest
IL,2013,Q4,0.23734308524720427,Ohio Valley
IL,2014,Q1,0.23734308524720427,Ohio Valley
IN,2013,Q4,0.1667495895320228,Ohio Valley
IN,2014,Q1,0.1667495895320228,Ohio Valley
IA,2013,Q4,0.21857042293752027,Upper Midwest
IA,2014,Q1,0.21857042293752027,Upper Midwest
KS,2013,Q4,0.1480359769161531,South
KS,2014,Q1,0.1480359769161531,South
KY,2013,Q4,0.1884545765051422,Ohio Valley
KY,2014,Q1,0.1884545765051422,Ohio Valley
LA,2013,Q4,0.09645928581142649,South
LA,2014,Q1,0.09645928581142649,South
ME,2013,Q4,0.16529774580846246,Northeast
ME,2014,Q1,0.16529774580846246,Northeast
MD,2013,Q4,0.3131642881888296,Northeast
MD,2014,Q1,0.3131642881888296,Northeast
MA,2013,Q4,0.23120563469845656,Northeast
MA,2014,Q1,0.23120563469845656,Northeast
MI,2013,Q4,0.35472572881618725,Upper Midwest
MI,2014,Q1,0.35472572881618725,Upper Midwest
MN,2013,Q4,0.37220860177585025,Upper Midwest
MN,2014,Q1,0.37220860177585025,Upper Midwest
MS,2013,Q4,0.11454701049382532,Southeast
MS,2014,Q1,0.11454701049382532,Southeast
MO,2013,Q4,0.12148143343758988,South
MO,2014,Q1,0.12148143343758988,South
MT,2013,Q4,0.29527005505512016,Northern Rockies & Plains
MT,2014,Q1,0.29527005505512016,Northern Rockies & Plains
NE,2013,Q4,0.17264045933837835,Northern Rockies & Plains
NE,2014,Q1,0.17264045933837835,Northern Rockies & Plains
NV,2013,Q4,,Southwest
NV,2014,Q1,,Southwest
NH,2013,Q4,0.18759615953640396,Northeast
NH,2014,Q1,0.18759615953640396,Northeast
NJ,2013,Q4,0.25037773862884627,Northeast
NJ,2014,Q1,0.25037773862884627,Northeast
NM,2013,Q4,0.1798664452547697,Southwest
NM,2014,Q1,0.1798664452547697,Southwest
NY,2013,Q4,0.33513736884430956,Northeast
NY,2014,Q1,0.33513736884430956,Northeast
NC,2013,Q4,0.09123691748836182,Southeast
NC,2014,Q1,0.09123691748836182,Southeast
ND,2013,Q4,,Northern Rockies & Plains
ND,2014,Q1,,Northern Rockies & Plains
OH,2013,Q4,0.23988648453604156,Ohio Valley
OH,2014,Q1,0.23988648453604156,Ohio Valley
OK,2013,Q4,0.14051778528037306,South
OK,2014,Q1,0.14051778528037306,South
OR,2013,Q4,0.13238886381121917,Northwest
OR,2014,Q1,0.13238886381121917,Northwest
PA,2013,Q4,0.2661180768234209,Northeast
PA,2014,Q1,0.2661180768234209,Northeast
RI,2013,Q4,0.20632420986745492,Northeast
RI,2014,Q1,0.20632420986745492,Northeast
SC,2013,Q4,0.21890790442284125,Southeast
SC,2014,Q1,0.21890790442284125,Southeast
SD,2013,Q4,,Northern Rockies & Plains
SD,2014,Q1,,Northern Rockies & Plains
TN,2013,Q4,0.18393101615890672,Southeast
TN,2014,Q1,0.18393101615890672,Southeast
TX,2013,Q4,0.11526353037209147,South
TX,2014,Q1,0.11526353037209147,South
UT,2013,Q4,0.4319624425562455,Southwest
UT,2014,Q1,0.4319624425562455,Southwest
VT,2013,Q4,0.16713316935737965,Northeast
VT,2014,Q1,0.16713316935737965,Northeast
VA,2013,Q4,0.23813945416862947,Southeast
VA,2014,Q1,0.23813945416862947,Southeast
WA,2013,Q4,0.18915753958704662,Northwest
WA,2014,Q1,0.18915753958704662,Northwest
WV,2013,Q4,0.14051332781278192,Ohio Valley
WV,2014,Q1,0.14051332781278192,Ohio Valley
WI,2013,Q4,0.3011961303419769,Upper Midwest
WI,2014,Q1,0.3011961303419769,Upper Midwest
WY,2013,Q4,0.12068442735917628,Northern Rockies & Plains
WY,2014,Q1,0.12068442735917628,Northern Rockies & Plains
MSO,2013,Q4,0.15696126303074764,
MSO,2014,Q1,0.15696126303074764,
AL,2014,Q2,0.11301436547701393,Southeast
AL,2014,Q3,0.11301436547701393,Southeast
AK,2014,Q2,,Northwest
AK,2014,Q3,,Northwest
AZ,2014,Q2,,Southwest
AZ,2014,Q3,,Southwest
AR,2014,Q2,0.10586212719979304,South
AR,2014,Q3,0.10586212719979304,South
CA,2014,Q2,0.10032487091776177,West
CA,2014,Q3,0.10032487091776177,West
CO,2014,Q2,0.09797387089131415,Southwest
CO,2014,Q3,0.09797387089131415,Southwest
CT,2014,Q2,0.05245081269329799,Northeast
CT,2014,Q3,0.05245081269329799,Northeast
DC,2014,Q2,,
DC,2014,Q3,,
DE,2014,Q2,0.12678754017135097,Northeast
DE,2014,Q3,0.12678754017135097,Northeast
FL,2014,Q2,0.11272545236969567,Southeast
FL,2014,Q3,0.11272545236969567,Southeast
GA,2014,Q2,0.06536189511834356,Southeast
GA,2014,Q3,0.06536189511834356,Southeast
ID,2014,Q2,0.019876933733871782,Northwest
ID,2014,Q3,0.019876933733871782,Northwest
IL,2014,Q2,0.07410290574939349,Ohio Valley
IL,2014,Q3,0.07410290574939349,Ohio Valley
IN,2014,Q2,0.08541170234247408,Ohio Valley
IN,2014,Q3,0.08541170234247408,Ohio Valley
IA,2014,Q2,0.24691380958199727,Upper Midwest
IA,2014,Q3,0.24691380958199727,Upper Midwest
KS,2014,Q2,0.06852425752275793,South
KS,2014,Q3,0.06852425752275793,South
KY,2014,Q2,0.08123978744847127,Ohio Valley
KY,2014,Q3,0.08123978744847127,Ohio Valley
LA,2014,Q2,0.09708278963772288,South
LA,2014,Q3,0.09708278963772288,South
ME,2014,Q2,0.04755604399933777,Northeast
ME,2014,Q3,0.04755604399933777,Northeast
MD,2014,Q2,0.08428246848438892,Northeast
MD,2014,Q3,0.08428246848438892,Northeast
MA,2014,Q2,0.06873872336969689,Northeast
MA,2014,Q3,0.06873872336969689,Northeast
MI,2014,Q2,0.0658790219237736,Upper Midwest
MI,2014,Q3,0.0658790219237736,Upper Midwest
MN,2014,Q2,0.11182072862174075,Upper Midwest
MN,2014,Q3,0.11182072862174075,Upper Midwest
MS,2014,Q2,0.024555210525253335,Southeast
MS,2014,Q3,0.024555210525253335,Southeast
MO,2014,Q2,0.05466379964726753,South
MO,2014,Q3,0.05466379964726753,South
MT,2014,Q2,0.11222998855540356,Northern Rockies & Plains
MT,2014,Q3,0.11222998855540356,Northern Rockies & Plains
NE,2014,Q2,,Northern Rockies & Plains
NE,2014,Q3,,Northern Rockies & Plains
NV,2014,Q2,,Southwest
NV,2014,Q3,,Southwest
NH,2014,Q2,0.04539914171690984,Northeast
NH,2014,Q3,0.04539914171690984,Northeast
NJ,2014,Q2,0.0640497248366183,Northeast
NJ,2014,Q3,0.0640497248366183,Northeast
NM,2014,Q2,0.04407473961178543,Southwest
NM,2014,Q3,0.04407473961178543,Southwest
NY,2014,Q2,0.03721467931536737,Northeast
NY,2014,Q3,0.03721467931536737,Northeast
NC,2014,Q2,0.06421332111344247,Southeast
NC,2014,Q3,0.06421332111344247,Southeast
ND,2014,Q2,,Northern Rockies & Plains
ND,2014,Q3,,Northern Rockies & Plains
OH,2014,Q2,0.07188461046495231,Ohio Valley
OH,2014,Q3,0.07188461046495231,Ohio Valley
OK,2014,Q2,0.027402474840725333,South
OK,2014,Q3,0.027402474840725333,South
OR,2014,Q2,0.07807592017641352,Northwest
OR,2014,Q3,0.07807592017641352,Northwest
PA,2014,Q2,0.06455666663612158,Northeast
PA,2014,Q3,0.06455666663612158,Northeast
RI,2014,Q2,0.025003956956430873,Northeast
RI,2014,Q3,0.025003956956430873,Northeast
SC,2014,Q2,0.08786784655997282,Southeast
SC,2014,Q3,0.08786784655997282,Southeast
SD,2014,Q2,,Northern Rockies & Plains
SD,2014,Q3,,Northern Rockies & Plains
TN,2014,Q2,0.09795095457112368,Southeast
TN,2014,Q3,0.09795095457112368,Southeast
TX,2014,Q2,0.1617448800760517,South
TX,2014,Q3,0.1617448800760517,South
UT,2014,Q2,0.06933264144299944,Southwest
UT,2014,Q3,0.06933264144299944,Southwest
VT,2014,Q2,0.10703740338529322,Northeast
VT,2014,Q3,0.10703740338529322,Northeast
VA,2014,Q2,0.08082401660571825,Southeast
